Generación,Fitness Medio,Fitness Máximo,Fitness Mínimo,Desviación Estándar
87,0.8146517857142855,0.9999999999999999,0.38199999999999995,0.1999747655875891
88,0.7980464285714286,0.9999999999999999,0.35800000000000004,0.214253612208494
89,0.8033214285714285,0.9999999999999999,0.3955,0.20799869137147206
90,0.8135124999999999,0.9999999999999999,0.42399999999999993,0.20110493512849378
91,0.8106428571428571,0.9999999999999999,0.42400000000000004,0.20222401639301507
92,0.8030714285714284,0.9999999999999999,0.37575,0.21211122058476578
93,0.8090107142857142,0.9999999999999999,0.40650000000000003,0.2045186637296838
94,0.8073874999999999,0.9999999999999999,0.40524999999999994,0.20415355592622286
95,0.8160749999999999,0.9999999999999999,0.4259999999999999,0.19749994507232504
96,0.8069696428571429,0.9999999999999999,0.38575000000000004,0.20757015696045206
97,0.8142910714285714,0.9999999999999999,0.4105,0.20432977243275993
98,0.8239160714285713,0.9999999999999999,0.4357499999999999,0.19217817163357406
99,0.8213982142857142,0.9999999999999999,0.43374999999999986,0.18963904363767292
100,0.8193839285714285,0.9999999999999999,0.3755,0.1957072577189002
101,0.813875,0.9999999999999999,0.29425,0.2030603149752731
102,0.806,0.9999999999999999,0.33899999999999997,0.20948077605287382
103,0.801125,0.9999999999999999,0.3909999999999999,0.21306798776614536
104,0.8032321428571427,0.9999999999999999,0.383,0.21083986950759473
105,0.8067482142857142,0.9999999999999999,0.35075,0.20521590437274956
106,0.8063267857142857,0.9999999999999999,0.39024999999999993,0.20416079730821363
107,0.8112535714285714,0.9999999999999999,0.34,0.2028970071808827
108,0.8091982142857143,0.9999999999999999,0.38225,0.20379472886870345
109,0.8211499999999999,0.9999999999999999,0.3912499999999999,0.1945298632050396
110,0.8119321428571427,0.9999999999999999,0.38925000000000004,0.20205827448601377
111,0.8046535714285714,0.9999999999999999,0.34974999999999995,0.2108993297966436
112,0.8101746240601503,0.9999999999999999,0.36774999999999997,0.20518076153032416
113,0.8033553571428571,0.9999999999999999,0.37799999999999995,0.2095755661276609
114,0.8121374999999998,0.9999999999999999,0.37,0.20213143338334869
115,0.8102821428571428,0.9999999999999999,0.381,0.20340854570749164
116,0.8140785714285712,0.9999999999999999,0.4232499999999999,0.19783017402585992
117,0.817475,0.9999999999999999,0.425,0.20166306832189176
118,0.807442857142857,0.9999999999999999,0.36099999999999993,0.20822020740170283
119,0.8089334586466165,0.9999999999999999,0.35774999999999996,0.2043608024816558
120,0.8054535714285714,0.9999999999999999,0.31875,0.21208085677088692
121,0.8045767857142857,0.9999999999999999,0.32825,0.2111309658220557
122,0.8103982142857141,0.9999999999999999,0.41224999999999995,0.20269344132834072
123,0.8120446428571428,0.9999999999999999,0.46475,0.19710465690813203
124,0.8087624999999998,0.9999999999999999,0.4267499999999999,0.2044602810821176
125,0.8087339285714285,0.9999999999999999,0.37,0.20672517170559845
126,0.8072767857142856,0.9999999999999999,0.38475000000000004,0.20430128901512046
127,0.8136374999999999,0.9999999999999999,0.38899999999999996,0.19993857611464075
128,0.8173714285714285,0.9999999999999999,0.36950000000000005,0.20112770349269363
129,0.8211857142857143,0.9999999999999999,0.38774999999999993,0.19477607191022075
130,0.8292910714285714,0.9999999999999999,0.48249999999999993,0.18250818134967622
131,0.8148607142857143,0.9999999999999999,0.39624999999999994,0.20141963186216427
132,0.8081410714285714,0.9999999999999999,0.41100000000000003,0.20147990242452193
133,0.8239964285714285,0.9999999999999999,0.4142499999999999,0.19110253648638628
134,0.8217982142857142,0.9999999999999999,0.4267499999999999,0.18907866110721464
135,0.8243857142857142,0.9999999999999999,0.39675,0.19071003693769106
136,0.8226196428571428,0.9999999999999999,0.42625,0.19138113727179035
137,0.8172464285714286,0.9999999999999999,0.41725,0.19447601299415315
138,0.7993332706766917,0.9999999999999999,0.3677500000000001,0.21335376238661058
139,0.8136642857142856,0.9999999999999999,0.39499999999999996,0.19645016809847313
140,0.8128460526315788,0.9999999999999999,0.42375000000000007,0.20028048753789046
141,0.8176785714285714,0.9999999999999999,0.3505,0.19373259895525885
142,0.8102178571428571,0.9999999999999999,0.3834999999999999,0.20201931008051716
143,0.8106178571428571,0.9999999999999999,0.37900000000000006,0.2015049393289891
144,0.814192857142857,0.9999999999999999,0.32025,0.2007461357546096
145,0.8049160714285714,0.9999999999999999,0.28,0.20915626977965
146,0.8132535714285714,0.9999999999999999,0.33699999999999997,0.20102408345793304
147,0.8155749999999999,0.9999999999999999,0.39475000000000005,0.19723736991068833
148,0.8264178571428571,0.9999999999999999,0.40499999999999997,0.19187595612339053
149,0.8158196428571427,0.9999999999999999,0.25025,0.20112758714454543
150,0.8154071428571429,0.9999999999999999,0.27499999999999997,0.19765734993845754
151,0.8165739661654136,0.9999999999999999,0.3471052631578947,0.2002741908972361
152,0.8118918233082706,0.9999999999999999,0.39075,0.20117958257158677
153,0.8089696428571427,0.9999999999999999,0.37275,0.20401198202700427
154,0.8083910714285714,0.9999999999999999,0.40625,0.2089257882827448
155,0.8165660714285713,0.9999999999999999,0.4015000000000001,0.1981427281629382
156,0.8182071428571427,0.9999999999999999,0.38875000000000004,0.19273736975215672
157,0.8048964285714285,0.9999999999999999,0.37675,0.205856002431906
158,0.8118982142857143,0.9999999999999999,0.3765,0.20194577573224187
159,0.8193732142857142,0.9999999999999999,0.32025,0.19819077546382946
160,0.8187625,0.9999999999999999,0.3797499999999999,0.1975325432614115
161,0.7948196428571428,0.9999999999999999,0.30975,0.2200948295375385
162,0.8120821428571428,0.9999999999999999,0.39575,0.20115093711576637
163,0.8211553571428571,0.9999999999999999,0.43075,0.19256861130668912
164,0.8217446428571427,0.9999999999999999,0.39075,0.19509554542915888
165,0.8079872180451128,0.9999999999999999,0.38550000000000006,0.21060680905361034
166,0.8293517857142856,0.9999999999999999,0.43949999999999995,0.18613134258700165
167,0.8169624999999998,0.9999999999999999,0.38075,0.1989242697903077
168,0.8224142857142855,0.9999999999999999,0.34025000000000005,0.19420737667004623
169,0.8151857142857142,0.9999999999999999,0.43500000000000005,0.19940755415244732
170,0.8171857142857142,0.9999999999999999,0.42024999999999996,0.19861970655408953
171,0.807385432330827,0.9999999999999999,0.41150000000000003,0.20813016650329003
172,0.8249107142857142,0.9999999999999999,0.4445,0.18836564004480694
173,0.8186392857142856,0.9999999999999999,0.38199999999999995,0.19540558158296167
174,0.8205821428571428,0.9999999999999999,0.47050000000000003,0.19190956399447892
175,0.8235517857142857,0.9999999999999999,0.3555,0.19613462144393087
176,0.8088910714285713,0.9999999999999999,0.42425000000000007,0.2078581487687368
177,0.825455357142857,0.9999999999999999,0.4069999999999999,0.1933301378560618
178,0.8071142857142856,0.9999999999999999,0.3485,0.20967762537198056
179,0.8205392857142856,0.9999999999999999,0.38725,0.195876647297815
180,0.8206357142857141,0.9999999999999999,0.43050000000000005,0.19677799621888206
181,0.8218125,0.9999999999999999,0.3925,0.20158311633214362
182,0.8005267857142856,0.9999999999999999,0.35275,0.20946538815779786
183,0.8156642857142856,0.9999999999999999,0.34750000000000003,0.19792270490609945
184,0.8056339285714286,0.9999999999999999,0.35874999999999996,0.20713043986027055
185,0.8016339285714285,0.9999999999999999,0.33775000000000005,0.20841607897149397
186,0.8080357142857141,0.9999999999999999,0.4645,0.20092069013541083
187,0.8048446428571427,0.9999999999999999,0.41525,0.20667626614867549
188,0.8130678571428571,0.9999999999999999,0.42374999999999996,0.2002909888558063
189,0.8118357142857141,0.9999999999999999,0.3725,0.20571855290713104
190,0.802255357142857,0.9999999999999999,0.35675,0.21008238704446644
191,0.8068857142857142,0.9999999999999999,0.38825000000000004,0.20553902647200897
192,0.8063625,0.9999999999999999,0.3515,0.20953841772921802
193,0.8049874999999999,0.9999999999999999,0.37399999999999994,0.2099685293702198
194,0.8188339285714286,0.9999999999999999,0.39474999999999993,0.19504042989924064
195,0.8065374999999999,0.9999999999999999,0.376,0.20918169418722016
196,0.8146571428571429,0.9999999999999999,0.28325,0.207118050669818
197,0.821225,0.9999999999999999,0.4305,0.19551973845369167
198,0.8138808270676691,0.9999999999999999,0.4165,0.2043261472084559
199,0.7932160714285713,0.9999999999999999,0.32199999999999995,0.2206631325012871
200,0.7972660714285714,0.9999999999999999,0.3877500000000001,0.21648775784159388
